페이지,테마,일본어 단어,요미가나,단어 뜻,단어[요미가나],참고
JLPT_N3_암기장::30p,[자주 출제되는 형용사와 유의 표현],短気だ,たんきだ,성미가 급하다,短気だ[たんきだ],すぐ怒る[すぐおこる]
JLPT_N3_암기장::30p,[자주 출제되는 형용사와 유의 표현],すぐ怒る,すぐおこる,바로 화내다,すぐ怒る[すぐおこる],短気だ[たんきだ]
JLPT_N3_암기장::30p,[자주 출제되는 형용사와 유의 표현],単純だ,たんじゅんだ,단순하다,単純だ[たんじゅんだ],分かりやすい[わかりやすい]
JLPT_N3_암기장::30p,[자주 출제되는 형용사와 유의 표현],分かりやすい,わかりやすい,알기 쉽다,分かりやすい[わかりやすい],単純だ[たんじゅんだ]
JLPT_N3_암기장::30p,[자주 출제되는 형용사와 유의 표현],得意だ,とくいだ,특히 잘하다,得意だ[とくいだ],上手にできる[じょうずにできる]
JLPT_N3_암기장::30p,[자주 출제되는 형용사와 유의 표현],上手にできる,じょうずにできる,능숙하게 할 수 있다,上手にできる[じょうずにできる],得意だ[とくいだ]
JLPT_N3_암기장::30p,[자주 출제되는 형용사와 유의 표현],不安だ,ふあんだ,불안하다,不安だ[ふあんだ],心配だ[しんぱいだ]
JLPT_N3_암기장::30p,[자주 출제되는 형용사와 유의 표현],心配だ,しんぱいだ,걱정스럽다,心配だ[しんぱいだ],不安だ[ふあんだ]
JLPT_N3_암기장::30p,[자주 출제되는 형용사와 유의 표현],ぺらぺらだ,ぺらぺらだ,술술 말하다,ぺらぺらだ[ぺらぺらだ],上手に話せる[じょうずにはなせる]
JLPT_N3_암기장::30p,[자주 출제되는 형용사와 유의 표현],上手に話せる,じょうずにはなせる,능숙하게 말할 수 있다,上手に話せる[じょうずにはなせる],ぺらぺらだ[ぺらぺらだ]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],見事だ,みごとだ,"훌륭하다, 멋지다",見事だ[みごとだ],すばらしい[すばらしい]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],すばらしい,すばらしい,"훌륭하다, 근사하다",すばらしい[すばらしい],見事だ[みごとだ]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],むだだ,むだだ,쓸데없다,むだだ[むだだ],役にたたない[やくにたたない]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],役にたたない,やくにたたない,도움이 되지 않다,役にたたない[やくにたたない],むだだ[むだだ]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],めんどうだ,めんどうだ,귀찮다,めんどうだ[めんどうだ],したくない[したくない]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],したくない,したくない,하고 싶지 않다,したくない[したくない],めんどうだ[めんどうだ]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],楽だ,らくだ,"편하다, 쉽다",楽だ[らくだ],簡単だ[かんたんだ]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],簡単だ,かんたんだ,간단하다,簡単だ[かんたんだ],楽だ[らくだ]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],立派だ,りっぱだ,훌륭하다,立派だ[りっぱだ],すぐれる[すぐれる]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],すぐれる,すぐれる,뛰어나다,すぐれる[すぐれる],立派だ[りっぱだ]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],冷静だ,れいせいだ,냉정하다,冷静だ[れいせいだ],落ち着く[おちつく]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],落ち着く,おちつく,침착하다,落ち着く[おちつく],冷静だ[れいせいだ]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],わがままだ,わがままだ,제멋대로다,わがままだ[わがままだ],他人のことを考えない[たにんのことをかんがえない]
JLPT_N3_암기장::31p,[자주 출제되는 형용사와 유의 표현],他人のことを考えない,たにんのことをかんがえない,타인을 생각하지 않다,他人のことを考えない[たにんのことをかんがえない],わがままだ[わがままだ]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],相変わらず,あいかわらず,변함없이,相変わらず[あいかわらず],前と同じで[まえとおなじで]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],前と同じで,まえとおなじで,전과 같이,前と同じで[まえとおなじで],相変わらず[あいかわらず]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],案外,あんがい,의외로,案外[あんがい],思ったより[おもったより]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],思ったより,おもったより,생각보다,思ったより[おもったより],案外[あんがい]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],いきなり,いきなり,갑자기,いきなり[いきなり],突然[とつぜん]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],突然,とつぜん,"돌연, 갑자기",突然[とつぜん],いきなり[いきなり]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],およそ,およそ,"약, 대략",およそ[およそ],大体[だいたい]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],大体,だいたい,"대강, 대략",大体[だいたい],およそ[およそ]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],こっそり,こっそり,"살짝, 몰래",こっそり[こっそり],周りに気づかれないように[まわりにきづかれないように]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],周りに気づかれないように,まわりにきづかれないように,주변에서 눈치채지 못하게,周りに気づかれないように[まわりにきづかれないように],こっそり[こっそり]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],次第に,しだいに,"점점, 차츰",次第に[しだいに],少しずつ[すこしずつ]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],少しずつ,すこしずつ,조금씩,少しずつ[すこしずつ],次第に[しだいに]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],じっと,じっと,"가만히, 꼼짝 않고",じっと[じっと],うごかないで[うごかないで]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],うごかないで,うごかないで,움직이지 않고,うごかないで[うごかないで],じっと[じっと]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],しばらく,しばらく,잠깐,しばらく[しばらく],少し[すこし]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],少し,すこし,"조금, 약간",少し[すこし],しばらく[しばらく]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],正直,しょうじき,"정직하게, 솔직히",正直[しょうじき],うそをつかないで[うそをつかないで]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],うそをつかないで,うそをつかないで,거짓말을 하지 않고,うそをつかないで[うそをつかないで],正直[しょうじき]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],絶対,ぜったい,절대,絶対[ぜったい],必ず[かならず]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],必ず,かならず,반드시,必ず[かならず],絶対[ぜったい]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],相当,そうとう,상당히,相当[そうとう],かなり[かなり]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],かなり,かなり,꽤,かなり[かなり],相当[そうとう]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],そっと,そっと,"살짝, 가만히",そっと[そっと],静かに[しずかに]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],静かに,しずかに,조용히,静かに[しずかに],そっと[そっと]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],そのまま,そのまま,그대로,そのまま[そのまま],何も変えないで[なにもかえないで]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],何も変えないで,なにもかえないで,무엇도 바꾸지 않은 채로,何も変えないで[なにもかえないで],そのまま[そのまま]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],多分,たぶん,다소,多分[たぶん],ちょっと[ちょっと]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],ちょっと,ちょっと,조금,ちょっと[ちょっと],多分[たぶん]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],たっぷり,たっぷり,충분히,たっぷり[たっぷり],十分[じゅうぶん]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],十分,じゅうぶん,충분히,十分[じゅうぶん],たっぷり[たっぷり]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],たびたび,たびたび,"자주, 여러 번",たびたび[たびたび],何度も[なんども]
JLPT_N3_암기장::31p,[자주 출제되는 부사와 유의 표현],何度も,なんども,몇 번이고,何度も[なんども],たびたび[たびたび]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],たまたま,たまたま,우연히,たまたま[たまたま],偶然[ぐうぜん]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],偶然,ぐうぜん,우연히,偶然[ぐうぜん],たまたま[たまたま]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],たまに,たまに,이따금,たまに[たまに],ときどき[ときどき]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],ときどき,ときどき,"가끔, 때때로",ときどき[ときどき],たまに[たまに]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],ちっとも,ちっとも,조금도,ちっとも[ちっとも],全然[ぜんぜん]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],全然,ぜんぜん,전혀,全然[ぜんぜん],ちっとも[ちっとも]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],次々と,つぎつぎと,차례로,次々と[つぎつぎと],続いて[つづいて]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],続いて,つづいて,계속해서,続いて[つづいて],次々と[つぎつぎと]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],どうしても,どうしても,어떻게 해서라도,どうしても[どうしても],ぜひ[ぜひ]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],ぜひ,ぜひ,꼭,ぜひ[ぜひ],どうしても[どうしても]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],当然,とうぜん,당연,当然[とうぜん],もちろん[もちろん]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],もちろん,もちろん,물론,もちろん[もちろん],当然[とうぜん]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],なるべく,なるべく,가능한 한,なるべく[なるべく],できるだけ[できるだけ]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],できるだけ,できるだけ,가능한 한,できるだけ[できるだけ],なるべく[なるべく]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],年中,ねんじゅう,"항상, 늘",年中[ねんじゅう],いつも[いつも]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],いつも,いつも,"항상, 늘",いつも[いつも],年中[ねんじゅう]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],のろのろ,のろのろ,느릿느릿,のろのろ[のろのろ],ゆっくり[ゆっくり]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],ゆっくり,ゆっくり,천천히,ゆっくり[ゆっくり],のろのろ[のろのろ]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],非常に,ひじょうに,매우,非常に[ひじょうに],とても[とても]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],とても,とても,대단히,とても[とても],非常に[ひじょうに]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],普段,ふだん,평소,普段[ふだん],いつも[いつも]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],いつも,いつも,언제나,いつも[いつも],普段[ふだん]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],前もって,まえもって,사전에,前もって[まえもって],事前に[じぜんに]
JLPT_N3_암기장::32p,[자주 출제되는 부사와 유의 표현],事前に,じぜんに,사전에,事前に[じぜんに],前もって[まえもって]
